stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,location_type
97858830-9166-4841-8b89-c6fbc16b6b43,2119,Roanoke/Evans Wbnd,818,37.19679,-80.40028,0
97858830-9166-4841-8b89-c6fbc16b6b43,2118,Roanoke/Craig Wbnd,818,37.19679,-80.40028,0
97858830-9166-4841-8b89-c6fbc16b6b43,2120,Christiansburg Town Hall,818,37.19679,-80.40028,0
97858830-9166-4841-8b89-c6fbc16b6b43,2130,Roanoke/Roberts Ebnd,818,37.19679,-80.40028,0
97858830-9166-4841-8b89-c6fbc16b6b43,2200,Conston/Spradlin Farm Wbnd,818,37.19679,-80.40028,0
97858830-9166-4841-8b89-c6fbc16b6b43,2201,Farmview/Ridinger Ebnd,818,37.19679,-80.40028,0
97858830-9166-4841-8b89-c6fbc16b6b43,2301,North Franklin/Wades Nbnd,818,37.19679,-80.40028,0
97858830-9166-4841-8b89-c6fbc16b6b43,2302,North Franklin/Wades Sbnd,818,37.19679,-80.40028,0
97858830-9166-4841-8b89-c6fbc16b6b43,2303,North Franklin/Cambria Nbnd,818,37.19679,-80.40028,0
97858830-9166-4841-8b89-c6fbc16b6b43,2210,NRV Theatre,818,37.19679,-80.40028,0






















